Blueprint	Name	Description	Grouping	Category	Family	Classification	Heavy	Two Handed	Min Damage	Max Damage	Armor Pen	Dodge Reduction	Extra Hit Chance	Rate of Fire	Recoil	Max Range	Ammo	Attack 1	Type	Cost	GFX	On Hit	Attack 2	Type	Cost	GFX	On Hit	Attack 3	Type	Cost	GFX	On Hit	Attack 4	Type	Cost	GFX	On Hit	Attack 5	Type	Cost	GFX	On Hit	Sources	Extra Facts
LasgunT2CH4_Item	[Mezoa-Pattern] Lasgun	<i>Laser weapons are effective against targets in {g|Encyclopedia:DetailsOfTheCoverGlossary}cover{/g} and targets with high {g|Encyclopedia:DodgeGlossary}dodge{/g}.</i>	Lasgun	Basic	Laser	false	false	true	14	21	20	30	0	4	10	20	40	SingleShot_Ability	SingleShot	1	Lasgun_LasShot_AbilityFXSettings		BurstFire_Ability	Burst	2	Lasgun_LasShot_AbilityFXSettings		ReloadAbility	Reload	3	Lasgun_LasShot_AbilityFXSettings			None					None				Unit - Ch02_VoidshipOfficersDeck: GenestealerRanger_Ranged_PatriarchVisions_Hard, Unit - Ch04_CrownWorld: NaviTraditionalistBodyguard, Unit - Ch04_CrownWorld: NaviTraditionalistBodyguardFemale, Unit - Ch04_SalisPrine_ItsTime: ItsTime_CultistsSwarm, Unit - Ch04_VoidshipBridgeBoarding: InquisitorMarksman_Ranged_Boarding, Unit - DLC1_LowerTunnels: InfernusCH04LTState1_Ranged_Swarm, Unit - Ch04_Canteena: Ch04Vladaym_RangeGuard_unit, Chest - SalisPrime_ItsTime: Loot_Poor_LongLas	
LasgunTrophy_Item	Trophy Lasgun	<i>Laser weapons are effective against targets in {g|Encyclopedia:DetailsOfTheCoverGlossary}cover{/g} and targets with high {g|Encyclopedia:DodgeGlossary}dodge{/g}.</i>	Lasgun	Basic	Laser	false	false	true	10	14	20	30	0	3	10	20	30	SingleShot_Ability	SingleShot	1	Lasgun_LasShot_AbilityFXSettings		BurstFire_Ability	Burst	2	Lasgun_LasShot_AbilityFXSettings		ReloadAbility	Reload	3	Lasgun_LasShot_AbilityFXSettings			None					None				Unit - Ch03_Prison: ArenaRanger_Ranged_Prison, Unit - Ch03_Prison: ImperialMedic_Ranged_Prison, Unit - Ch03_Prison: SergeantVigastis, Unit - DLC2_Ch04_TreasureWorld: TreasureWorld_FeralGuard_Ranged, Unit - DLC2_Ch04_TreasureWorld: TreasureWorld_FeralGuard_Ranged_NoExp, Unit - DLC2_Ch04_TreasureWorld: TreasureWorld_FeralGuard_Ranged_Weak	
Lasgun_Item	Lasgun	<i>Laser weapons are effective against targets in {g|Encyclopedia:DetailsOfTheCoverGlossary}cover{/g} and targets with high {g|Encyclopedia:DodgeGlossary}dodge{/g}.</i>	Lasgun	Basic	Laser	false	false	true	5	7	5	30	0	4	10	20	40	SingleShot_Ability	SingleShot	1	Lasgun_LasShot_AbilityFXSettings		BurstFire_Ability	Burst	2	Lasgun_LasShot_AbilityFXSettings		ReloadAbility	Reload	3	Lasgun_LasShot_AbilityFXSettings			None					None				Unit - Ch01_ArcheotechReactor: Guard_Male, Unit - Ch01_ArcheotechReactor: Guard_Serjant_Male, Unit - Ch01_JailPlanetoid: JailPlanetoidArturGuardM, Unit - Ch01_NavisNobiliteStation: NavisNobiliteLasgun_GuardFemale, Unit - Ch01_NavisNobiliteStation: NavisNobilite_Commander_CassiaRoom, Unit - Ch01_NavisNobiliteStation: NavisNobilite_Grenadir, Unit - Ch01_NavisNobiliteStation: NavisNobilite_Guard, Unit - Ch01_NavisNobiliteStation: NavisNobilite_Ranged_LasgunGuard, Unit - Ch01_NavisNobiliteStation: NavisNobilite_Ranged_LasgunGuardFemale, Unit - Ch01_NavisNobiliteStation: NavisNobilite_Rifler, Unit - Ch01_Starport: StarportRebelAgitator, Unit - Ch01_TaintedStreets: TaintedStreetsTriumphGuardF, Unit - Ch01_TaintedStreets: TaintedStreetsTriumphGuardM, Unit - Ch02_AgriWorldJungle: JungleWorldRebel, Unit - Ch02_AgriWorldJungle: JungleWorldRebelWeakGrenede, Unit - Ch02_AgriWorldTown: GovernorGuardPeaceful, Unit - Ch02_AgriWorldTown: GovernorGuardPeacefulFemale, Unit - Ch02_FootfallDock: FootfallBanditBodyguard, Unit - Ch02_FootfallDock: FootfallBanditHitman, Unit - Ch02_FootfallDock: FootfallBanditRingleaderPalace, Unit - Ch02_FootfallDock: Footfall_BadTrader, Unit - Ch02_FootfallDock: Footfall_ColdTrader, Unit - Ch02_FootfallDock: Footfall_JaeCanteenaSceneBandit2, Unit - Ch02_FootfallDock: Footfall_ShipCrew, Unit - Ch02_FootfallDock: JaeGuard, Unit - Ch02_FootfallDock: JaeGuard_Kor, Unit - Ch02_FootfallDock: JaeGuard_Torra, Unit - Ch02_FootFallSlums: FootfallAnverDoubleTap_Ranged_Hard, Unit - Ch02_FootFallSlums: Footfall_Generic_BanditHitman, Unit - Ch02_ForgeWorldAndHeart: CultistRange, Unit - Ch02_ForgeWorldAndHeart: HeretekMagiUralonSidekick, Unit - Ch02_ForgeWorldSpaceHulk: MadTechPriest_Final, Unit - Ch02_Lair4_TheLure: Lair4GenestealerCultSoldier, Unit - Ch02_Lair4_TheLure: Lair4OurCrewCutSc, Unit - Ch02_LowerDecks: SpecialGuard, Unit - Ch02_RandomEncounters: CultistTzeentchRangeRandomEncounter, Unit - Ch02_RandomEncounters: PossessedGuardLasgunRandomEncounter, Unit - Ch02_RandomEncounters: VoidshipGuardRandomEncounter, Unit - Ch02_RogueTraderPalace: NobleInPalaceWRifle, Unit - Ch02_RogueTraderPalace: RogueTraderGuardPeaceful, Unit - Ch02_RogueTraderPalace: RTPalaceGuardPeaceful_Female, Unit - Ch02_RogueTraderPalace: RTPalaceGuardPeaceful_FemaleCutsceneNeutral, Unit - Ch02_RogueTraderPalace: RTPalaceGuardPeaceful_Male, Unit - Ch02_RogueTraderPalace: RTPalaceGuardPeaceful_MaleCutsceneNeutral, Unit - Ch02_SantielsPrideUnderhive: SurvivorGuard, Unit - Ch02_VoidshipBridge: BridgeCrewMemberGuard_Lasgun, Unit - Ch02_VoidshipBridge: RE_BridgeUnique_Guard, Unit - Ch02_VoidshipBridge: RogueTraderShipSoldier, Unit - Ch03_Prison: ImperialSoldier_Ranged_Prison, Unit - Ch04_FootfallSewersCh04: JaeGuy4, Unit - Ch05_QuarryWorld: QuarryWorld_Guard1, Unit - Ch05_QuarryWorld: QuarryWorld_Guard2, Unit - DLC2_BoardedShip_Bridge: BoardedShip_Bridge_Range_Ally_Swarm, Unit - DLC2_BoardedShip_Bridge: BoardedShip_Bridge_Range_Swarm, Unit - Ch02_ForgeWorldSpaceHulk: ShipServicemanMutantGuard, Unit - Ch02_Macrocannon_Psyker_Q1: MacrocannonMutantPsyker, Unit - Ch02_RandomEncounters: MutantPsyker02RandomEncounter, Unit - Ch02_RandomEncounters: RE_DemonTransform_Gunner, Unit - Ch02_RandomEncounters: RE_PossessedOfficer_Gunner, Unit - Ch02_AgriWorldTown: RemainingRebel, Unit - CH02_DrukhariAttackOnShip: CrewHumanTraitor, Unit - Ch02_ForgeWorldAndHeart: FabricatorsLeutenant2, Unit - Ch02_ForgeWorldAndHeart: FabricatorsLeutenantTechPriest, Unit - Ch02_ForgeWorldSpaceHulk: TechpriestRanged_TrailerCinematic, Unit - Ch02_LowerDecks: SpecialGuard, Unit - Ch02_SantielsPride_Surface: Scout, Unit - Ch02_SantielsPride_Surface: Scout2, Unit - OurShipCrew: OurCrewPilot, Unit - OurShipCrew: OurShipCrew, Chest - CR0: ImperiumMilitary_PrologueAP_Patent_Chest02, Chest - CR0: ImperiumMilitary_PrologueAP_Patent_Chest04, Chest - CR15: AdeptusMechanicus_LootChes_LasgunSpecial, Chest - CR33: ImperiumMilitary_PrisonPitTrashWeapon, Chest - DrukhariAttackOnShip: DrukhariAttack_WeaponLootLasgun, Chest - EE_DestroyedBlackShip: Loot_Poor - BlackShipArmoury, Chest - EE_DestroyedBlackShip: Loot_Poor_Locked - Weapon, Chest - EE_DestroyedBlackShip: Loot_Trash_CorpseFrozenV1, Chest - JailPlanetoid: Loot_Poor_Locked  - Arsenal, Chest - LastStand_Lair1: Loot_Poor_AmmoBox - 100, Chest - LastStand_Lair1: Loot_Poor_AmmoBox_Loot (1) - 100#1, Chest - LastStand_Lair1: Loot_Poor_AmmoBox_Loot (1) - 100, Chest - LowerTunnels: Military_Loot_Good, Chest - SantielsPride_Surface: FathersDataslate, Chest - VoidshipCrypt: Loot_SecretRoom_N1_Arsenal, Chest - CR26: Forest_Trash1	
LifeDrainingSword_Item	Life-Draining Sword	On a successful {g|Encyclopedia:HitSequenceGlossary}hit{/g} with this sword, the target must pass a {g|Encyclopedia:WarhammerToughness}Toughness{/g} {g|Encyclopedia:ResistanceTest}resistance test{/g} with a −5 penalty. On failure, the target suffers the {g|Encyclopedia:BleedingEffect}bleeding{/g} effect, and {g|Encyclopedia:VeilThickness}veil degradation{/g} is increased by +1.\n<i>{g|Encyclopedia:SoulmarkTypesGlossary}Conviction{/g} — {g|Encyclopedia:SoulMarkCorruption}Heretical{/g}</i>: the wielder restores {g|Encyclopedia:HitPoints}wounds{/g} equal to 25% of the {g|Encyclopedia:DamageGlossary}damage{/g} dealt to the bleeding target.	Sword	Melee	Primitive	Sword	false	false	8	12	15	0	0	0	0	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	Sword_AbilityFXSettings	LifeDrainingSword_AdditionalEffect	OneHandedSword_AoEAbility	AOE	2	Sword_AbilityFXSettings	LifeDrainingSword_AdditionalEffect		None					None					None				Unit - Ch05_Epitaph: RTChaos, Unit - Ch05_Epitaph: RTChaosFemale, Unit - Ch01_Starport: ChaosSpacemarineStarportBoss_unit, Unit - HeinrixCompanion: HeinrixCompanion_Ch02_TrueStart, Chest - CR0: AdeptusMechanicus_TestLootObj_loot_object	LifeDrainingSword_Feature	Bleeding_Power4_ForWeapon_Feature	Parry10_Feature
LongBarreledAutopistol_Item	[Mezoa-Pattern] Autopistol		Pistol	Pistol	Solid	false	false	false	6	10	5	0	0	6	15	14	12	SingleShot_PistolAbility	SingleShot	1	SolidProjectile_Shot_AbilityFXSettings		BurstFire_PistolAbility	Burst	2	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	1	SolidPistolProjectile_Shot_AbilityFXSettings			None					None				Unit - IdiraCompanion: IdiraCompanion_Gamescom, Vendor - PirateChapter2_VendorTable_Base 27PF	SolidProjectileWeapon_Feature
LongBarreledSniperRifle_Item	[Mezoa-Pattern] Sniper Rifle		Rifle	Basic	Solid	false	false	true	20	30	20	10	30	0	0	36	5	SingleShot_Ability	SingleShot	1	BigSniperRifle_AbilityFXSettings		PreciseShot_Ability	Custom	2	BigSniperRifle_AbilityFXSettings		ReloadAbility	Reload	3	BigSniperRifle_AbilityFXSettings			None					None				Unit - CassiaCompanion: CassiaCompanion_Ch02_TrueMid, Vendor - LiegeChapter2_VendorTable_Base 56PF	SniperRifle_CritDamage_Feature	SolidProjectileWeapon_Feature
LongRifleCH2Unique2_Item	Bane of Sorrow	This rifle deals an additional +33% {g|Encyclopedia:DamageGlossary}damage{/g} to Drukhari enemies.	Rifle	Basic	Laser	false	false	true	22	32	10	30	20	1	0	36	10	SingleShot_Ability	SingleShot	1	LongrifleEnergyBolt_Shot_AbilityFXSettings		PreciseShot_Ability	Custom	2	LongrifleEnergyBolt_Shot_AbilityFXSettings		ReloadAbility	Reload	4	LongrifleEnergyBolt_Shot_AbilityFXSettings			None					None				Vendor - LiegeChapter2_VendorTable_Base 62PF	LaserCoverReduce_Feature	LongRifleCH2Unique2_Item_Feature	SniperRifle_CritDamage_Feature
LongRifleCH2Unique_Item	Ynnealith	{g|Encyclopedia:DodgeReduction}<b>Dodge reduction</b>{/g} against Drukhari and Aeldari is increased by +40%.	Rifle	Basic	Laser	false	false	true	25	28	30	30	20	1	0	36	10	SingleShot_Ability	SingleShot	1	LongrifleEnergyBolt_Shot_AbilityFXSettings		PreciseShot_Ability	Custom	2	LongrifleEnergyBolt_Shot_AbilityFXSettings		ReloadAbility	Reload	3	LongrifleEnergyBolt_Shot_AbilityFXSettings			None					None				Unit - YrlietCompanion: YrlietCompanion_Ch04_TrueStart, Vendor - PirateChapter2_VendorTable_Base 56PF	LaserCoverReduce_Feature	LongRifleCH2Unique_Item_Feature	SniperRifle_CritDamage_Feature
LongRifleRelic_Item	Dream's Infinity	<i>Laser weapons are effective against targets in {g|Encyclopedia:DetailsOfTheCoverGlossary}cover{/g} and targets with high {g|Encyclopedia:DodgeGlossary}dodge{/g}.</i>	Rifle	Basic	Laser	false	false	true	19	22	20	30	20	1	0	36	10	SingleShot_Ability	SingleShot	1	LongrifleEnergyBolt_Shot_AbilityFXSettings		PreciseShot_Ability	Custom	2	LongrifleEnergyBolt_Shot_AbilityFXSettings		ReloadAbility	Reload	3	LongrifleEnergyBolt_Shot_AbilityFXSettings			None					None				Chest - VoidshipCrypt: Loot_SecretRoom_N2_Arsenal	LaserCoverReduce_Feature	SniperRifle_CritDamage_Feature
LongRifleT2_Item	Guardian Long Rifle	<i>Laser weapons are effective against targets in {g|Encyclopedia:DetailsOfTheCoverGlossary}cover{/g} and targets with high {g|Encyclopedia:DodgeGlossary}dodge{/g}.</i>	Rifle	Basic	Laser	false	false	true	30	45	35	30	20	1	0	36	10	SingleShot_Ability	SingleShot	1	LongrifleEnergyBolt_Shot_AbilityFXSettings		PreciseShot_Ability	Custom	2	LongrifleEnergyBolt_Shot_AbilityFXSettings		ReloadAbility	Reload	3	LongrifleEnergyBolt_Shot_AbilityFXSettings			None					None				Unit - Ch04_Quetza-al_khet: Quetza_EldarRangerHard, Unit - Ch04_Quetza-al_khet: Quetza_EldarRangerNew	LaserCoverReduce_Feature	SniperRifle_CritDamage_Feature
LongRifle_Item	Aeldari Long Rifle	<i>Laser weapons are effective against targets in {g|Encyclopedia:DetailsOfTheCoverGlossary}cover{/g} and targets with high {g|Encyclopedia:DodgeGlossary}dodge{/g}.</i>	Rifle	Basic	Laser	false	false	true	18	21	20	30	20	1	0	36	10	SingleShot_Ability	SingleShot	1	LongrifleEnergyBolt_Shot_AbilityFXSettings		PreciseShot_Ability	Custom	2	LongrifleEnergyBolt_Shot_AbilityFXSettings		ReloadAbility	Reload	3	LongrifleEnergyBolt_Shot_AbilityFXSettings			None					None				Unit - Ch02_AgriWorldJungle: JungleWorldEldarCutscene, Unit - Ch02_AgriWorldJungle: Yrliet_JungleWorldNPC, Unit - Ch02_AgriWorldTown: EldarCompanionNPC_Town, Unit - Ch02_AgriWorldTown: EldarCompanionNPC_TownBaked, Unit - Companions: CompanionYrlietPrototype, Unit - ExportedPregens: 4y6_Yrliet_22lvl_ExportedPregen, Unit - ExportedPregens: 4y6_Yrliet_27lvl_ExportedPregen_ExportedPregen, Unit - ExportedPregens: Gusev_Yrliet_26lvl_ExportedPregen, Unit - ExportedPregens: YrlietCompanion_Level22_NeiliusParty_ExportedPregen, Unit - ExportedPregens: YrlietCompanion_Level25_MikandraParty_ExportedPregen, Unit - ExportedPregens: YrlietCompanion_Level27_CyrusParty_ExportedPregen, Unit - YrlietCompanion: YrlietCompanion, Unit - YrlietCompanion: YrlietCompanion_Ch02_TrueMid, Chest - CR33: ImperiumMilitary_PrisonPitTrashWeapon	LaserCoverReduce_Feature	SniperRifle_CritDamage_Feature
LonglasCH04_Item	Stupor	Whenever a {g|Encyclopedia:DeadeyeShot}deadeye shot{/g} from this weapon deals {g|Encyclopedia:CritChancesAndCritDamageGlossary}critical damage{/g}, the target becomes {g|Encyclopedia:Stun}stunned{/g} for 1 {g|Encyclopedia:Turn}turn{/g}.	Rifle	Basic	Laser	false	false	true	30	45	30	30	25	1	0	36	10	SingleShot_Ability	SingleShot	1	Lasgun_LasShot_AbilityFXSettings		PreciseShot_Ability	Custom	2	Lasgun_LasShot_AbilityFXSettings		ReloadAbility	Reload	3	Lasgun_LasShot_AbilityFXSettings			None					None				Unit - ExportedPregens: PascalCompanion_Level47_ExportedPregen, Unit - ExportedPregens: PlayerMercenary_Level42_OlegParty_ExportedPregen, Unit - ExportedPregens: PlayerRT_level47_Gamescom2024_ExportedPregen, Chest - Quetza-al_Khet: Loot_Good_Graves_CommisarArtefact	LaserCoverReduce_Feature	LongRifleCH04Unique_Feature	SniperRifle_CritDamage_Feature
LonglasExitus_Item	Exitus Longlas	Grants +25% {g|Encyclopedia:HitSequenceGlossary}hit chance{/g}. If the wielder has at least {g|Encyclopedia:SoulMarkHope}Iconoclast{/g} — Zealot, {g|Encyclopedia:DamageGlossary}damage{/g} is increased by +{uip|Damage|3188b332a5044c73964b85b1e07438ad}.	Rifle	Basic	Laser	false	false	true	40	60	30	30	50	1	0	36	10	SingleShot_Ability	SingleShot	1	Lasgun_LasShot_AbilityFXSettings		PreciseShot_Ability	Custom	2	Lasgun_LasShot_AbilityFXSettings		ReloadAbility	Reload	3	LonglasShot_Cutscene_AbilityFXSettings			None					None				Chest - CR0: AdeptusMechanicus_necron_container_01 (7)_loot_object	LaserCoverReduce_Feature	LonglasExitusApply_Feature	SniperRifle_CritDamage_Feature
LonglasT2CH04_Item	Longlas	<i>Laser weapons are effective against targets in {g|Encyclopedia:DetailsOfTheCoverGlossary}cover{/g} and targets with high {g|Encyclopedia:DodgeGlossary}dodge{/g}.</i>	Rifle	Basic	Laser	false	false	true	33	49	25	30	25	1	0	36	10	SingleShot_Ability	SingleShot	1	Lasgun_LasShot_AbilityFXSettings		PreciseShot_Ability	Custom	2	Lasgun_LasShot_AbilityFXSettings		ReloadAbility	Reload	4				None					None				Vendor - ExploratorChapter4_VendorTable_Base 150PF	LaserCoverReduce_Feature	SniperRifle_CritDamage_Feature
Longlas_Item	Longlas	<i>Laser weapons are effective against targets in {g|Encyclopedia:DetailsOfTheCoverGlossary}cover{/g} and targets with high {g|Encyclopedia:DodgeGlossary}dodge{/g}.</i>	Rifle	Basic	Laser	false	false	true	14	20	15	30	25	1	0	36	10	SingleShot_Ability	SingleShot	1	Lasgun_LasShot_AbilityFXSettings		PreciseShot_Ability	Custom	2	Lasgun_LasShot_AbilityFXSettings		ReloadAbility	Reload	3	Lasgun_LasShot_AbilityFXSettings			None					None				Unit - Ch02_ForgeWorldAndHeart: CultistMarksman, Unit - Ch03_CommorraghArena: ArenaGladiator3, Unit - Ch03_CommorraghArena: ArenaGladiator4, Unit - Ch03_CommorraghArena: ArenaGladiator5, Unit - Units: BoardedShip_Pirate_Sniper_Elite_Unit, Unit - Companions: CompanionCassiaPrototype, Unit - Companions: CompanionIdiraPrototype, Unit - ExportedPregens: 4y6_Sniper_22lvl_ExportedPregen, Unit - ExportedPregens: CassiaCompanion_Level22_NeiliusParty_ExportedPregen, Unit - ExportedPregens: CassiaCompanion_Level28_TesseraParty_ExportedPregen, Unit - ExportedPregens: CassiaCompanion_Level39_SolarParty_ExportedPregen, Unit - ExportedPregens: IdiraCompanion_Level19_HarmonParty_ExportedPregen, Unit - ExportedPregens: IdiraCompanion_Level39_PetRaven, Unit - ExportedPregens: IdiraCompanion_Level39_SolarParty_ExportedPregen, Unit - ExportedPregens: PlayerRT19Chapel_ExportedPregen, Unit - ExportedPregens: PlayerRT_Level7_EtelParty_ExportedPregen, Unit - ExportedPregens: RT10CSM_ExportedPregen, Unit - ExportedPregens: Sayonara_23_GG_ExportedPregen, Unit - ExportedPregens: Sayonara_RT_23lvl_ExportedPregen, Unit - ExportedPregens: VasiliyRt_15LvL_ExportedPregen, Unit - ExportedPregens: Yanus19RTT_ExportedPregen, Chest - CR0: Forest_ArmoryLoot (1)	LaserCoverReduce_Feature	SniperRifle_CritDamage_Feature
Malivolent_PowerAxe_Item	Tarvanna's Last Stand	This power axe deals +50% more {g|Encyclopedia:DamageGlossary}damage{/g} if the wielder has less than 50% {g|Encyclopedia:HitPoints}wounds{/g}.	Axe	Melee	Power	false	false	false	29	39	40	0	0	0	0	1	-1	MeleeAttack_ability	SingleShot	1	PowerAxe_AbilityFXSettings		OneHandedAxe_AoEAbility	AOE	2	PowerAxe_AbilityFXSettings		Axe_BleedAbility	SingleShot	2	PowerAxe_AbilityFXSettings	Axe_BleedAbilityAdditionalEffect		None					None				Unit - Ch04_Quetza-al_Khet: Quetza-al_Winterscale, Unit - Ch04_Quetza-al_Khet: Quetza-al_WinterscaleVillage, Unit - ExportedPregens: AbelardCompanion_Level42_OlegParty_ExportedPregen	Malivolent_PowerAxe_Feature	Bleeding_Power10_ForWeapon_Feature
MarksmanRifle_Item	Marksman Rifle		Rifle	Basic	Solid	false	false	true	21	25	15	0	20	0	0	30	5	SingleShot_Ability	SingleShot	1	SolidProjectile_Shot_AbilityFXSettings		PreciseShot_Ability	SingleShot	2	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	3	LongrifleEnergyBolt_Shot_AbilityFXSettings			None					None				Unit - Ch02_AgriWorldJungle: JungleWorldRebelSniper, Unit - Ch02_FootfallDock: FootfallAnverSniper_Ranged_Hard, Unit - Ch02_FootfallDock: FootfallBanditHeavySniperQS, Unit - Ch02_FootfallDock: FootfallBanditSniper, Unit - Ch02_FootFallSlums: FootfallQuarantineSniper, Unit - Ch02_FootFallSlums: Footfall_Generic_BanditSniper, Unit - Ch02_ForgeWorldSpaceHulk: SpaceHulk_MadLogos, Unit - Ch02_PascalEvent: Tarzus_Skitarii_Ranged, Unit - Ch02_RandomEncounters: PossessedSniperRandomEncounter, Unit - Ch02_SantielsPrideUnderhive: WildCannibalRange, Unit - Ch02_AgriWorldTown: CutsceneSniper, Unit - Ch02_ForgeWorldAndHeart: AssassinTechpriest, Unit - Ch02_ForgeWorldAndHeart: DoorLockerTechpriest1, Unit - Ch02_ForgeWorldAndHeart: DoorLockerTechpriest2, Unit - Ch02_ForgeWorldSpaceHulk: MadTechPriestLogi, Unit - ExportedPregens: 4y6_Sniper_22lvl_ExportedPregen	SniperRifle_CritDamage_Feature	SolidProjectileWeapon_Feature
MassiveShotgun_Item	[Drusus Prime Pattern] Shotgun	<i>Shotguns knock enemies back when shot at {g|Encyclopedia:Range}effective range{/g}.</i>	Shotgun	Basic	Solid	Shotgun	false	true	21	24	20	0	0	1	0	7	8	Shotgun_ScatterAbility	AOE	1	Shotgun_Shot_AbilityFXSettings		ReloadAbility	Reload	2	Shotgun_Shot_AbilityFXSettings			None					None					None				Unit - ExportedPregens: Uralon41RT_ExportedPregen, Vendor - PirateChapter2_VendorTable_Base 47PF	ShotgunPush_Feature	SolidProjectileWeapon_Feature
MeltaCH4Unique_Item	Cinder	Single target attack only. Ignores 7 {g|Encyclopedia:Deflection}deflection{/g}.	Melta	Basic	Melta	false	false	true	40	60	80	0	0	0	0	5	4	Melta_UniqueSingleAbility	SingleShot	2	Melta_Shot_AbilityFXSettings		ReloadAbility	Reload	4				None					None					None				Unit - ExportedPregens: AbelardCompanion_lvl38_treasureworld_ExportedPregen	MeltaCH4Unique_Feature
MeltaT2CH3_Item	[Ryza-Pattern] Meltagun		Melta	Basic	Melta	false	false	true	25	32	75	0	0	0	0	6	4	SingleShot_Ability	SingleShot	2	Melta_SingleShot_AbilityFXSettings		Melta_AoEAbility	AOE	2	Melta_Shot_AbilityFXSettings		ReloadAbility	Reload	3	Melta_Shot_AbilityFXSettings			None					None				Unit - ArgentaCompanion: ArgentaCompanion_Ch04_TrueStart, Chest - CR33: ImperiumMilitary_ComisarChest	
MeltaT2CH4_Item	[Mars-Pattern] Meltagun		Melta	Basic	Melta	false	false	true	30	46	85	0	0	0	0	6	4	SingleShot_Ability	SingleShot	2	Melta_SingleShot_AbilityFXSettings		Melta_AoEAbility	AOE	2	Melta_Shot_AbilityFXSettings		ReloadAbility	Reload	3	Melta_Shot_AbilityFXSettings			None					None				Vendor - ExploratorChapter4_VendorTable_Base 156PF	
MeltaT2CH4_variation2_Item	[Sol-Pattern] Meltagun		Melta	Basic	Melta	false	false	true	25	46	85	0	0	0	0	6	4	SingleShot_Ability	SingleShot	2	Melta_SingleShot_AbilityFXSettings		Melta_AoEAbility	AOE	2	Melta_Shot_AbilityFXSettings		ReloadAbility	Reload	3	Melta_Shot_AbilityFXSettings			None					None				Vendor - DrusianChapter4_VendorTable_Base 85PF	
MeltaUltima_Item	Melta Ultima	This melta weapon modified by the Adeptus Mechanicus has increased firepower and range.	Melta	Basic	Melta	false	false	false	20	26	75	0	0	0	0	10	3	SingleShot_Ability	AOE	2	Melta_SingleShot_AbilityFXSettings		Melta_AoEAbility	Reload	2	Melta_Shot_AbilityFXSettings		ReloadAbility	Reload	3				None					None				Unit - ExportedPregens: Abelard35Yremeris_ExportedPregen, Unit - ExportedPregens: Abelard_level47_Gamescom2024_ExportedPregen, Unit - ExportedPregens: abelard_lv38_chordafight_ExportedPregen, Unit - ExportedPregens: Sayonara_Heinrix_23lvl_ExportedPregen, Unit - ExportedPregens: Uralon41Abel_ExportedPregen, Chest - ForgeWorld: AdeptusMechanicus_MeltaUltima_Item_Loot	
Melta_Item	Meltagun		Melta	Basic	Melta	false	false	true	18	24	50	0	0	0	0	6	4	SingleShot_Ability	SingleShot	2	Melta_SingleShot_AbilityFXSettings		Melta_AoEAbility	AOE	2	Melta_Shot_AbilityFXSettings		ReloadAbility	Reload	3	Melta_Shot_AbilityFXSettings			None					None				Unit - Ch02_AgriWorldJungle: JungleWorldRebelElite, Unit - Companions: CompanionAbelardPrototype, Unit - AbelardCompanion: AbelardCompanion, Unit - AbelardCompanion: AbelardCompanion_SoundTest, Unit - ExportedPregens: 4y6_Argenta_27lvl_ExportedPregen_ExportedPregen, Unit - ExportedPregens: AbelardCompanion_Level19_HarmonParty_ExportedPregen, Unit - ExportedPregens: AbelardCompanion_Level22_NeiliusParty_ExportedPregen, Unit - ExportedPregens: AbelardCompanion_Level27_CyrusParty_ExportedPregen, Unit - ExportedPregens: Gusev_Abelard_26lvl_ExportedPregen, Unit - ExportedPregens: zin_22_AbelardCompanion_ExportedPregen, Unit - PascalCompanion: PascalCompanion_TrailerCinematic	
